I_Code_departament	I_Region	I_Dep	I_Chefleeu	I_Tncc	I_Ncc	I_Nccenr	Wiki_Url	Wiki_Name_Snipet	Wiki_name_departement	W_Pays	W_Region	W_Creation_du_departementt	W_Chef_lieu	W_Sous_pefectures	W_President_du_conseil_departemental	W_Prefet	W_Code_Insee	W_Code_ISO_3166_2	W_Code_Eurostat_NUTS_3	W_Gentile	W_Population	W_Densite	W_Superficie	W_Arrondissements	W_Circonscriptions_legislatives	W_Cantons	W_Intercommunalites	W_Communes	W_Name_ru	W_Name_uk	W_Name_en	W_Name_de	W_Name_pl	W_Name_es	W_Name_pt	W_Name_it	W_Name_nl	W_Name_da	W_Name_no	W_Name_sv	W_Name_cs	W_Name_ro	W_Name_bg	W_Name_hu	W_Name_sk	W_Name_sl	W_Name_sh	W_Name_hr	W_Url_ru	W_Url_uk	W_Url_en	W_Url_de	W_Url_pl	W_Url_es	W_Url_pt	W_Url_it	W_Url_nl	W_Url_da	W_Url_no	W_Url_sv	W_Url_cs	W_Url_ro	W_Url_bg	W_Url_hu	W_Url_sk	W_Url_sl	W_Url_sh	W_Url_hr
33	75	33	33063	3	GIRONDE	Gironde	/wiki/Gironde_(département)	Gironde (département)	Gironde	France	Nouvelle-Aquitaine	4 mars 1790	(Préfecture) Bordeaux	Arcachon Blaye Langon Lesparre-Médoc Libourne	None	Pierre Dartout	33	FR-33	None	Girondins	1 526 016 hab. (2014)	153 hab./km2	9 975,6 km2	6	12	33	28	538	Жиронда	Жиронда	Gironde	Département Gironde	Żyronda (departament)	Gironda	Gironda	Gironda (dipartimento)	Gironde (departement)	Gironde	Gironde	Gironde (departement)	Gironde (departement)	Gironde	Жиронд (департамент)	Gironde	Gironde (departement)	Gironde (departma)	Gironde		https://ru.wikipedia.org/wiki/Жиронда	https://uk.wikipedia.org/wiki/Жиронда	https://en.wikipedia.org/wiki/Gironde	https://de.wikipedia.org/wiki/Département_Gironde	https://pl.wikipedia.org/wiki/Żyronda_(departament)	https://es.wikipedia.org/wiki/Gironda	https://pt.wikipedia.org/wiki/Gironda	https://it.wikipedia.org/wiki/Gironda_(dipartimento)	https://nl.wikipedia.org/wiki/Gironde_(departement)	https://da.wikipedia.org/wiki/Gironde	https://no.wikipedia.org/wiki/Gironde	https://sv.wikipedia.org/wiki/Gironde_(departement)	https://cs.wikipedia.org/wiki/Gironde_(departement)	https://ro.wikipedia.org/wiki/Gironde	https://bg.wikipedia.org/wiki/Жиронд_(департамент)	https://hu.wikipedia.org/wiki/Gironde	https://sk.wikipedia.org/wiki/Gironde_(departement)	https://sl.wikipedia.org/wiki/Gironde_(departma)	https://sh.wikipedia.org/wiki/Gironde	
32	76	32	32013	2	GERS	Gers	/wiki/Gers_(département)	Gers (département)	Gers	France	Occitanie	4 mars 1790	(Préfecture) Auch	Condom Mirande	None	Pierre Ory	32	FR-32	None	Gersois	190 625 hab. (2014)	30 hab./km2	6 257 km2	3	2	17	15	462	Жер (департамент)	Жер	Gers	Département Gers	Gers	Gers (departamento)	Gers	Gers	Gers (departement)	Gers	Gers	Gers	Gers (departement)	Gers	Жерс (департамент)	Gers	Gers (departement)	Gers (departma)	Gers		https://ru.wikipedia.org/wiki/Жер_(департамент)	https://uk.wikipedia.org/wiki/Жер	https://en.wikipedia.org/wiki/Gers	https://de.wikipedia.org/wiki/Département_Gers	https://pl.wikipedia.org/wiki/Gers	https://es.wikipedia.org/wiki/Gers_(departamento)	https://pt.wikipedia.org/wiki/Gers	https://it.wikipedia.org/wiki/Gers	https://nl.wikipedia.org/wiki/Gers_(departement)	https://da.wikipedia.org/wiki/Gers	https://no.wikipedia.org/wiki/Gers	https://sv.wikipedia.org/wiki/Gers	https://cs.wikipedia.org/wiki/Gers_(departement)	https://ro.wikipedia.org/wiki/Gers	https://bg.wikipedia.org/wiki/Жерс_(департамент)	https://hu.wikipedia.org/wiki/Gers	https://sk.wikipedia.org/wiki/Gers_(departement)	https://sl.wikipedia.org/wiki/Gers_(departma)	https://sh.wikipedia.org/wiki/Gers	
31	76	31	31555	3	HAUTE-GARONNE	Haute-Garonne	/wiki/Haute-Garonne	Haute-Garonne	Haute-Garonne	France	Occitanie	4 mars 1790	(Préfecture) Toulouse	MurSaint-Gaudens	None	Pascal Mailhos	31	FR-31	None	Haut-Garonnais	1 317 668 hab. (2014)	209 hab./km2	6 309 km2	3	10	27	17	588	Верхняя Гаронна	Верхня Гаронна	Haute-Garonne	Département Haute-Garonne	Górna Garonna	Alto Garona	Alto Garona	Alta Garonna	Haute-Garonne	Haute-Garonne	Haute-Garonne	Haute-Garonne	Haute-Garonne	Haute-Garonne	От Гарон	Haute-Garonne	Haute-Garonne	Haute-Garonne	Haute-Garonne		https://ru.wikipedia.org/wiki/Верхняя_Гаронна	https://uk.wikipedia.org/wiki/Верхня_Гаронна	https://en.wikipedia.org/wiki/Haute-Garonne	https://de.wikipedia.org/wiki/Département_Haute-Garonne	https://pl.wikipedia.org/wiki/Górna_Garonna	https://es.wikipedia.org/wiki/Alto_Garona	https://pt.wikipedia.org/wiki/Alto_Garona	https://it.wikipedia.org/wiki/Alta_Garonna	https://nl.wikipedia.org/wiki/Haute-Garonne	https://da.wikipedia.org/wiki/Haute-Garonne	https://no.wikipedia.org/wiki/Haute-Garonne	https://sv.wikipedia.org/wiki/Haute-Garonne	https://cs.wikipedia.org/wiki/Haute-Garonne	https://ro.wikipedia.org/wiki/Haute-Garonne	https://bg.wikipedia.org/wiki/От_Гарон	https://hu.wikipedia.org/wiki/Haute-Garonne	https://sk.wikipedia.org/wiki/Haute-Garonne	https://sl.wikipedia.org/wiki/Haute-Garonne	https://sh.wikipedia.org/wiki/Haute-Garonne	
30	76	30	30189	2	GARD	Gard	/wiki/Gard	Gard	Gard	France	Occitanie	4 mars 1790	(Préfecture) Nîmes	Alès Le Vigan	None	Didier Lauga	30	FR-30	None	Gardois	736 029 hab. (2014)	126 hab./km2	5 853 km2	3	6	23	14	353	Гар (департамент)	Гар (департамент)	Gard	Département Gard	Gard (departament)	Gard	Gard	Gard	Gard (departement)	Gard	Gard (departement)	Gard	Gard	Gard (departament)	Гар	Gard	Gard	Gard	Gard (departman)		https://ru.wikipedia.org/wiki/Гар_(департамент)	https://uk.wikipedia.org/wiki/Гар_(департамент)	https://en.wikipedia.org/wiki/Gard	https://de.wikipedia.org/wiki/Département_Gard	https://pl.wikipedia.org/wiki/Gard_(departament)	https://es.wikipedia.org/wiki/Gard	https://pt.wikipedia.org/wiki/Gard	https://it.wikipedia.org/wiki/Gard	https://nl.wikipedia.org/wiki/Gard_(departement)	https://da.wikipedia.org/wiki/Gard	https://no.wikipedia.org/wiki/Gard_(departement)	https://sv.wikipedia.org/wiki/Gard	https://cs.wikipedia.org/wiki/Gard	https://ro.wikipedia.org/wiki/Gard_(departament)	https://bg.wikipedia.org/wiki/Гар	https://hu.wikipedia.org/wiki/Gard	https://sk.wikipedia.org/wiki/Gard	https://sl.wikipedia.org/wiki/Gard	https://sh.wikipedia.org/wiki/Gard_(departman)	
37	24	37	37261	1	INDRE-ET-LOIRE	Indre-et-Loire	/wiki/Indre-et-Loire	Indre-et-Loire	Indre-et-Loire	France	Centre-Val de Loire	4 mars 1790	(Préfecture) Tours	Chinon Loches	None	Louis Le Franc	37	FR-37	None	Tourangeaux, Indroligériens ou Indréloiriens[1]	603 924 hab. (2014)	99 hab./km2	6 127 km2	3	5	19	11	273	Эндр и Луара	Ендр і Луара	Indre-et-Loire	Département Indre-et-Loire	Indre i Loara	Indre y Loira	Indre-et-Loire	Indre e Loira	Indre-et-Loire	Indre-et-Loire	Indre-et-Loire	Indre-et-Loire	Indre-et-Loire	Indre-et-Loire	Ендър е Лоар	Indre-et-Loire	Indre-et-Loire	Indre-et-Loire	Indre-et-Loire		https://ru.wikipedia.org/wiki/Эндр_и_Луара	https://uk.wikipedia.org/wiki/Ендр_і_Луара	https://en.wikipedia.org/wiki/Indre-et-Loire	https://de.wikipedia.org/wiki/Département_Indre-et-Loire	https://pl.wikipedia.org/wiki/Indre_i_Loara	https://es.wikipedia.org/wiki/Indre_y_Loira	https://pt.wikipedia.org/wiki/Indre-et-Loire	https://it.wikipedia.org/wiki/Indre_e_Loira	https://nl.wikipedia.org/wiki/Indre-et-Loire	https://da.wikipedia.org/wiki/Indre-et-Loire	https://no.wikipedia.org/wiki/Indre-et-Loire	https://sv.wikipedia.org/wiki/Indre-et-Loire	https://cs.wikipedia.org/wiki/Indre-et-Loire	https://ro.wikipedia.org/wiki/Indre-et-Loire	https://bg.wikipedia.org/wiki/Ендър_е_Лоар	https://hu.wikipedia.org/wiki/Indre-et-Loire	https://sk.wikipedia.org/wiki/Indre-et-Loire	https://sl.wikipedia.org/wiki/Indre-et-Loire	https://sh.wikipedia.org/wiki/Indre-et-Loire	
36	24	36	36044	5	INDRE	Indre	/wiki/Indre_(département)	Indre (département)	Indre	France	Centre-Val de Loire	4 mars 1790	(Préfecture) Châteauroux	Le Blanc La Châtre Issoudun	None	Seymour Morsy	36	FR-36	None	Indriens	226 175 hab. (2014)	33 hab./km2	6 784,52 km2	4	2	13	17	243	Эндр (департамент)	Ендр	Indre	Département Indre	Indre (departament)	Indre	Indre (departamento)	Indre	Indre (departement)	Indre	Indre (departement)	Indre (departement)	Indre (departement)	Indre	Ендър (департамент)	Indre	Indre (departement)	Indre (departma)	Indre (departman)		https://ru.wikipedia.org/wiki/Эндр_(департамент)	https://uk.wikipedia.org/wiki/Ендр	https://en.wikipedia.org/wiki/Indre	https://de.wikipedia.org/wiki/Département_Indre	https://pl.wikipedia.org/wiki/Indre_(departament)	https://es.wikipedia.org/wiki/Indre	https://pt.wikipedia.org/wiki/Indre_(departamento)	https://it.wikipedia.org/wiki/Indre	https://nl.wikipedia.org/wiki/Indre_(departement)	https://da.wikipedia.org/wiki/Indre	https://no.wikipedia.org/wiki/Indre_(departement)	https://sv.wikipedia.org/wiki/Indre_(departement)	https://cs.wikipedia.org/wiki/Indre_(departement)	https://ro.wikipedia.org/wiki/Indre	https://bg.wikipedia.org/wiki/Ендър_(департамент)	https://hu.wikipedia.org/wiki/Indre	https://sk.wikipedia.org/wiki/Indre_(departement)	https://sl.wikipedia.org/wiki/Indre_(departma)	https://sh.wikipedia.org/wiki/Indre_(departman)	
35	53	35	35238	1	ILLE-ET-VILAINE	Ille-et-Vilaine	/wiki/Ille-et-Vilaine	Ille-et-Vilaine	Ille-et-Vilaine	France	Bretagne	4 mars 1790	(Préfecture) Rennes	Fougères Redon Saint-Malo	None	Christophe Mirmand[1]	35	FR-35	None	Bretillien(ne)[2]	1 032 240 hab. (2014)	152 hab./km2	6 775 km2	4	8	27	18	345	Иль и Вилен	Іль і Вілен	Ille-et-Vilaine	Département Ille-et-Vilaine	Ille-et-Vilaine	Ille y Vilaine	Ille-et-Vilaine	Ille-et-Vilaine	Ille-et-Vilaine	Ille-et-Vilaine	Ille-et-Vilaine	Ille-et-Vilaine	Ille-et-Vilaine	Ille-et-Vilaine	Ил е Вилен	Ille-et-Vilaine	Ille-et-Vilaine	Ille-et-Vilaine	Ille-et-Vilaine		https://ru.wikipedia.org/wiki/Иль_и_Вилен	https://uk.wikipedia.org/wiki/Іль_і_Вілен	https://en.wikipedia.org/wiki/Ille-et-Vilaine	https://de.wikipedia.org/wiki/Département_Ille-et-Vilaine	https://pl.wikipedia.org/wiki/Ille-et-Vilaine	https://es.wikipedia.org/wiki/Ille_y_Vilaine	https://pt.wikipedia.org/wiki/Ille-et-Vilaine	https://it.wikipedia.org/wiki/Ille-et-Vilaine	https://nl.wikipedia.org/wiki/Ille-et-Vilaine	https://da.wikipedia.org/wiki/Ille-et-Vilaine	https://no.wikipedia.org/wiki/Ille-et-Vilaine	https://sv.wikipedia.org/wiki/Ille-et-Vilaine	https://cs.wikipedia.org/wiki/Ille-et-Vilaine	https://ro.wikipedia.org/wiki/Ille-et-Vilaine	https://bg.wikipedia.org/wiki/Ил_е_Вилен	https://hu.wikipedia.org/wiki/Ille-et-Vilaine	https://sk.wikipedia.org/wiki/Ille-et-Vilaine	https://sl.wikipedia.org/wiki/Ille-et-Vilaine	https://sh.wikipedia.org/wiki/Ille-et-Vilaine	
34	76	34	34172	5	HERAULT	Hérault	/wiki/Hérault_(département)	Hérault (département)	Hérault	France	Occitanie	4 mars 1790	(Préfecture) Montpellier	Béziers Lodève	None	Pierre Pouëssel	34	FR-34	None	Héraultais	1 107 398 hab. (2014)	178 hab./km2	6 224 km2	3	7	25	16	343	Эро (департамент)	Еро	Hérault	Département Hérault	Hérault	Hérault	Hérault	Hérault	Hérault (departement)	Hérault	Hérault	Hérault	Hérault (departement)	Hérault	Еро (департамент)	Hérault	Hérault	Hérault (departma)	Hérault (departman)	Hérault	https://ru.wikipedia.org/wiki/Эро_(департамент)	https://uk.wikipedia.org/wiki/Еро	https://en.wikipedia.org/wiki/Hérault	https://de.wikipedia.org/wiki/Département_Hérault	https://pl.wikipedia.org/wiki/Hérault	https://es.wikipedia.org/wiki/Hérault	https://pt.wikipedia.org/wiki/Hérault	https://it.wikipedia.org/wiki/Hérault	https://nl.wikipedia.org/wiki/Hérault_(departement)	https://da.wikipedia.org/wiki/Hérault	https://no.wikipedia.org/wiki/Hérault	https://sv.wikipedia.org/wiki/Hérault	https://cs.wikipedia.org/wiki/Hérault_(departement)	https://ro.wikipedia.org/wiki/Hérault	https://bg.wikipedia.org/wiki/Еро_(департамент)	https://hu.wikipedia.org/wiki/Hérault	https://sk.wikipedia.org/wiki/Hérault	https://sl.wikipedia.org/wiki/Hérault_(departma)	https://sh.wikipedia.org/wiki/Hérault_(departman)	https://hr.wikipedia.org/wiki/Hérault
60	32	60	60057	5	OISE	Oise	/wiki/Oise_(département)	Oise (département)	Oise	France	Hauts-de-France	4 mars 1790	(Préfecture) Beauvais	Clermont Compiègne Senlis	None	Didier Martin	60	FR-60	None	Oisiens ou Isariens	818 680 hab. (2014)	140 hab./km2	5 860 km2	4	7	21	21	688	Уаза (департамент)	Уаза (департамент)	Oise	Département Oise	Oise (departament)	Oise	Oise	Oise	Oise (departement)	Oise	Oise (departement)	Oise	Oise	Oise	Оаз (департамент)	Oise (megye)	Oise (departement)	Oise (departma)	Oise (departman)		https://ru.wikipedia.org/wiki/Уаза_(департамент)	https://uk.wikipedia.org/wiki/Уаза_(департамент)	https://en.wikipedia.org/wiki/Oise	https://de.wikipedia.org/wiki/Département_Oise	https://pl.wikipedia.org/wiki/Oise_(departament)	https://es.wikipedia.org/wiki/Oise	https://pt.wikipedia.org/wiki/Oise	https://it.wikipedia.org/wiki/Oise	https://nl.wikipedia.org/wiki/Oise_(departement)	https://da.wikipedia.org/wiki/Oise	https://no.wikipedia.org/wiki/Oise_(departement)	https://sv.wikipedia.org/wiki/Oise	https://cs.wikipedia.org/wiki/Oise	https://ro.wikipedia.org/wiki/Oise	https://bg.wikipedia.org/wiki/Оаз_(департамент)	https://hu.wikipedia.org/wiki/Oise_(megye)	https://sk.wikipedia.org/wiki/Oise_(departement)	https://sl.wikipedia.org/wiki/Oise_(departma)	https://sh.wikipedia.org/wiki/Oise_(departman)	
61	28	61	61001	5	ORNE	Orne	/wiki/Orne_(département)	Orne (département)	Orne	France	Normandie	4 mars 1790	(Préfecture) Alençon	Argentan Mortagne-au-Perche	None	Chantal Castelnot	61	FR-61	None	Ornais	287 750 hab. (2014)	47 hab./km2	6 103 km2	3	3	21	15	412	Орн (департамент)	Орн (департамент)	Orne	Département Orne	Orne (departament)	Orne	Orne	Orne	Orne (departement)	Orne (departement)	Orne	Orne	Orne	Orne	Орн (департамент)	Orne	Orne (departement)	Orne (departma)	Orne		https://ru.wikipedia.org/wiki/Орн_(департамент)	https://uk.wikipedia.org/wiki/Орн_(департамент)	https://en.wikipedia.org/wiki/Orne	https://de.wikipedia.org/wiki/Département_Orne	https://pl.wikipedia.org/wiki/Orne_(departament)	https://es.wikipedia.org/wiki/Orne	https://pt.wikipedia.org/wiki/Orne	https://it.wikipedia.org/wiki/Orne	https://nl.wikipedia.org/wiki/Orne_(departement)	https://da.wikipedia.org/wiki/Orne_(departement)	https://no.wikipedia.org/wiki/Orne	https://sv.wikipedia.org/wiki/Orne	https://cs.wikipedia.org/wiki/Orne	https://ro.wikipedia.org/wiki/Orne	https://bg.wikipedia.org/wiki/Орн_(департамент)	https://hu.wikipedia.org/wiki/Orne	https://sk.wikipedia.org/wiki/Orne_(departement)	https://sl.wikipedia.org/wiki/Orne_(departma)	https://sh.wikipedia.org/wiki/Orne	
62	32	62	62041	2	PAS-DE-CALAIS	Pas-de-Calais	/wiki/Pas-de-Calais	Pas-de-Calais	Pas-de-Calais	France	Hauts-de-France	4 mars 1790	(Préfecture) Arras	Béthune Boulogne-sur-Mer Calais Lens Montreuil Saint-Omer	None	Fabien Sudry[1]	62	FR-62	None	Pas-de-Calaisiens	1 472 589 hab. (2014)	221 hab./km2	6 671 km2	7	12	39	19	891	Па-де-Кале (департамент)	Па-де-Кале (департамент)	Pas-de-Calais	Département Pas-de-Calais	Pas-de-Calais	Paso de Calais (departamento)	Pas-de-Calais	Passo di Calais	Pas-de-Calais	Pas-de-Calais	Pas-de-Calais	Pas-de-Calais	Pas-de-Calais	Pas-de-Calais	Па дьо Кале (департамент)	Pas-de-Calais	Pas-de-Calais	Pas-de-Calais	Pas-de-Calais		https://ru.wikipedia.org/wiki/Па-де-Кале_(департамент)	https://uk.wikipedia.org/wiki/Па-де-Кале_(департамент)	https://en.wikipedia.org/wiki/Pas-de-Calais	https://de.wikipedia.org/wiki/Département_Pas-de-Calais	https://pl.wikipedia.org/wiki/Pas-de-Calais	https://es.wikipedia.org/wiki/Paso_de_Calais_(departamento)	https://pt.wikipedia.org/wiki/Pas-de-Calais	https://it.wikipedia.org/wiki/Passo_di_Calais	https://nl.wikipedia.org/wiki/Pas-de-Calais	https://da.wikipedia.org/wiki/Pas-de-Calais	https://no.wikipedia.org/wiki/Pas-de-Calais	https://sv.wikipedia.org/wiki/Pas-de-Calais	https://cs.wikipedia.org/wiki/Pas-de-Calais	https://ro.wikipedia.org/wiki/Pas-de-Calais	https://bg.wikipedia.org/wiki/Па_дьо_Кале_(департамент)	https://hu.wikipedia.org/wiki/Pas-de-Calais	https://sk.wikipedia.org/wiki/Pas-de-Calais	https://sl.wikipedia.org/wiki/Pas-de-Calais	https://sh.wikipedia.org/wiki/Pas-de-Calais	
63	84	63	63113	2	PUY-DE-DOME	Puy-de-Dôme	/wiki/Puy-de-Dôme	Puy-de-Dôme	Puy-de-Dôme	France	Auvergne-Rhône-Alpes	4 mars 1790	(Préfecture) Clermont-Ferrand	Ambert Issoire Riom Thiers	None	Jacques Billant	63	FR-63	None	Puydômois	644 216 hab. (2014 )	81 hab./km2	7 970 km2	5	5	31	14	467	Пюи-де-Дом	Пюї-де-Дом	Puy-de-Dôme	Département Puy-de-Dôme	Puy-de-Dôme	Puy-de-Dôme	Puy-de-Dôme	Puy-de-Dôme	Puy-de-Dôme	Puy-de-Dôme	Puy-de-Dôme	Puy-de-Dôme	Puy-de-Dôme	Puy-de-Dôme	Пюи дьо Дом (департамент)	Puy-de-Dôme	Puy-de-Dôme	Puy-de-Dôme	Puy-de-Dôme		https://ru.wikipedia.org/wiki/Пюи-де-Дом	https://uk.wikipedia.org/wiki/Пюї-де-Дом	https://en.wikipedia.org/wiki/Puy-de-Dôme	https://de.wikipedia.org/wiki/Département_Puy-de-Dôme	https://pl.wikipedia.org/wiki/Puy-de-Dôme	https://es.wikipedia.org/wiki/Puy-de-Dôme	https://pt.wikipedia.org/wiki/Puy-de-Dôme	https://it.wikipedia.org/wiki/Puy-de-Dôme	https://nl.wikipedia.org/wiki/Puy-de-Dôme	https://da.wikipedia.org/wiki/Puy-de-Dôme	https://no.wikipedia.org/wiki/Puy-de-Dôme	https://sv.wikipedia.org/wiki/Puy-de-Dôme	https://cs.wikipedia.org/wiki/Puy-de-Dôme	https://ro.wikipedia.org/wiki/Puy-de-Dôme	https://bg.wikipedia.org/wiki/Пюи_дьо_Дом_(департамент)	https://hu.wikipedia.org/wiki/Puy-de-Dôme	https://sk.wikipedia.org/wiki/Puy-de-Dôme	https://sl.wikipedia.org/wiki/Puy-de-Dôme	https://sh.wikipedia.org/wiki/Puy-de-Dôme	
64	75	64	64445	4	PYRENEES-ATLANTIQUES	Pyrénées-Atlantiques	/wiki/Pyrénées-Atlantiques	Pyrénées-Atlantiques	Pyrénées-Atlantiques	France	Nouvelle-Aquitaine	4 mars 1790	(Préfecture) Pau	Bayonne Oloron-Sainte-Marie	None	Gilbert Payet[1]	64	FR-64	None	Béarnais ou Basques	667 249 hab. (2014)	87 hab./km2	7 645 km2	3	6	27	9	546	Атлантические Пиренеи	Атлантичні Піренеї	Pyrénées-Atlantiques	Département Pyrénées-Atlantiques	Pireneje Atlantyckie	Pirineos Atlánticos	Pirenéus Atlânticos	Pirenei Atlantici	Pyrénées-Atlantiques	Pyrénées-Atlantiques	Pyrénées-Atlantiques	Pyrénées-Atlantiques	Pyrénées-Atlantiques	Pyrénées-Atlantiques	Пирене Атлантик	Pyrénées-Atlantiques	Pyrénées-Atlantiques	Pyrénées-Atlantiques	Pyrénées-Atlantiques	Atlantski Pireneji	https://ru.wikipedia.org/wiki/Атлантические_Пиренеи	https://uk.wikipedia.org/wiki/Атлантичні_Піренеї	https://en.wikipedia.org/wiki/Pyrénées-Atlantiques	https://de.wikipedia.org/wiki/Département_Pyrénées-Atlantiques	https://pl.wikipedia.org/wiki/Pireneje_Atlantyckie	https://es.wikipedia.org/wiki/Pirineos_Atlánticos	https://pt.wikipedia.org/wiki/Pirenéus_Atlânticos	https://it.wikipedia.org/wiki/Pirenei_Atlantici	https://nl.wikipedia.org/wiki/Pyrénées-Atlantiques	https://da.wikipedia.org/wiki/Pyrénées-Atlantiques	https://no.wikipedia.org/wiki/Pyrénées-Atlantiques	https://sv.wikipedia.org/wiki/Pyrénées-Atlantiques	https://cs.wikipedia.org/wiki/Pyrénées-Atlantiques	https://ro.wikipedia.org/wiki/Pyrénées-Atlantiques	https://bg.wikipedia.org/wiki/Пирене_Атлантик	https://hu.wikipedia.org/wiki/Pyrénées-Atlantiques	https://sk.wikipedia.org/wiki/Pyrénées-Atlantiques	https://sl.wikipedia.org/wiki/Pyrénées-Atlantiques	https://sh.wikipedia.org/wiki/Pyrénées-Atlantiques	https://hr.wikipedia.org/wiki/Atlantski_Pireneji
65	76	65	65440	4	HAUTES-PYRENEES	Hautes-Pyrénées	/wiki/Hautes-Pyrénées	Hautes-Pyrénées	Hautes-Pyrénées	France	Occitanie	4 mars 1790	(Préfecture) Tarbes	Argelès-Gazost Bagnères-de-Bigorre	None	Béatrice Lagarde[1]	65	FR-65	None	Haut-Pyrénéens, Bigourdans	228 950 hab. (2014)	51 hab./km2	4 464 km2	3	2	17	9	470	Верхние Пиренеи	Верхні Піренеї	Hautes-Pyrénées	Département Hautes-Pyrénées	Pireneje Wysokie	Altos Pirineos	Altos Pirenéus	Alti Pirenei	Hautes-Pyrénées	Hautes-Pyrénées	Hautes-Pyrénées	Hautes-Pyrénées	Hautes-Pyrénées	Hautes-Pyrénées	От Пирене	Hautes-Pyrénées	Hautes-Pyrénées	Hautes-Pyrénées	Hautes-Pyrénées		https://ru.wikipedia.org/wiki/Верхние_Пиренеи	https://uk.wikipedia.org/wiki/Верхні_Піренеї	https://en.wikipedia.org/wiki/Hautes-Pyrénées	https://de.wikipedia.org/wiki/Département_Hautes-Pyrénées	https://pl.wikipedia.org/wiki/Pireneje_Wysokie	https://es.wikipedia.org/wiki/Altos_Pirineos	https://pt.wikipedia.org/wiki/Altos_Pirenéus	https://it.wikipedia.org/wiki/Alti_Pirenei	https://nl.wikipedia.org/wiki/Hautes-Pyrénées	https://da.wikipedia.org/wiki/Hautes-Pyrénées	https://no.wikipedia.org/wiki/Hautes-Pyrénées	https://sv.wikipedia.org/wiki/Hautes-Pyrénées	https://cs.wikipedia.org/wiki/Hautes-Pyrénées	https://ro.wikipedia.org/wiki/Hautes-Pyrénées	https://bg.wikipedia.org/wiki/От_Пирене	https://hu.wikipedia.org/wiki/Hautes-Pyrénées	https://sk.wikipedia.org/wiki/Hautes-Pyrénées	https://sl.wikipedia.org/wiki/Hautes-Pyrénées	https://sh.wikipedia.org/wiki/Hautes-Pyrénées	
66	76	66	66136	4	PYRENEES-ORIENTALES	Pyrénées-Orientales	/wiki/Pyrénées-Orientales	Pyrénées-Orientales	Pyrénées-Orientales	France	Occitanie	4 mars 1790	(Préfecture) Perpignan	CérPrades	None	Philippe Vignes[1]	66	FR-66	None	None	466 327 hab. (2014)	113 hab./km2	4 116 km2	3	4	17	12	226	Восточные Пиренеи	Східні Піренеї	Pyrénées-Orientales	Département Pyrénées-Orientales	Pireneje Wschodnie	Pirineos Orientales	Pirenéus Orientais	Pirenei Orientali	Pyrénées-Orientales	Pyrénées-Orientales	Pyrénées-Orientales	Pyrénées-Orientales	Pyrénées-Orientales	Pyrénées-Orientales	Източни Пиренеи	Pyrénées-Orientales	Pyrénées-Orientales	Pyrénées-Orientales	Pyrénées-Orientales		https://ru.wikipedia.org/wiki/Восточные_Пиренеи	https://uk.wikipedia.org/wiki/Східні_Піренеї	https://en.wikipedia.org/wiki/Pyrénées-Orientales	https://de.wikipedia.org/wiki/Département_Pyrénées-Orientales	https://pl.wikipedia.org/wiki/Pireneje_Wschodnie	https://es.wikipedia.org/wiki/Pirineos_Orientales	https://pt.wikipedia.org/wiki/Pirenéus_Orientais	https://it.wikipedia.org/wiki/Pirenei_Orientali	https://nl.wikipedia.org/wiki/Pyrénées-Orientales	https://da.wikipedia.org/wiki/Pyrénées-Orientales	https://no.wikipedia.org/wiki/Pyrénées-Orientales	https://sv.wikipedia.org/wiki/Pyrénées-Orientales	https://cs.wikipedia.org/wiki/Pyrénées-Orientales	https://ro.wikipedia.org/wiki/Pyrénées-Orientales	https://bg.wikipedia.org/wiki/Източни_Пиренеи	https://hu.wikipedia.org/wiki/Pyrénées-Orientales	https://sk.wikipedia.org/wiki/Pyrénées-Orientales	https://sl.wikipedia.org/wiki/Pyrénées-Orientales	https://sh.wikipedia.org/wiki/Pyrénées-Orientales	
