X,Y,OBJECTNUMB,NAMEOBJECT,NAME
29.8437488741522,53.3327405383468,26429,Óëèöû,Çàêàçíèê ðàéîííîãî çíà÷åíèÿ
28.7995049866738,52.8456213148099,26799,Ãîðåëîå,Çàêàçíèê ðàéîííîãî çíà÷åíèÿ
30.7882370677285,54.3164248328001,26803,Êóêøèíñêèé Ìîõ,Çàêàçíèê ðàéîííîãî çíà÷åíèÿ
29.5342789857814,53.5718934064694,26807,Áîëüøîé ìîõ,Çàêàçíèê ðàéîííîãî çíà÷åíèÿ
29.1095742876082,53.3841914396369,26818,Ëþòèíî-I,Çàêàçíèê ðàéîííîãî çíà÷åíèÿ
29.7597272682407,53.6514319084069,26823,Ïîääóáüå,Çàêàçíèê ðàéîííîãî çíà÷åíèÿ
24.660189027338,53.1345530178143,26543,Âèøíåâêà,Çàêàçíèê ðàéîííîãî çíà÷åíèÿ
25.1011791102018,53.311659876249,26483,Ëèõîìî÷üå,Çàêàçíèê ðàéîííîãî çíà÷åíèÿ
30.081417226996,55.1696702344327,26282,×åðòîâà áîðîäà,Çàêàçíèê ðàéîííîãî çíà÷åíèÿ
27.3402610455946,53.4741533102116,27549,Èñòîêè ðåêè Íåìàí,Çàêàçíèê ðàéîííîãî çíà÷åíèÿ
31.5304089862181,53.589759169059,27579,Âåïðèíñêàÿ Äóáðàâà,Ïàìÿòíèê ïðèðîäû ðåñïóáëèêàíñêîãî çíà÷åíèÿ
26.4098030458547,54.1665083832391,27432,"Ãîðà ""Õîä÷èõà""",Ïàìÿòíèê ïðèðîäû ðåñïóáëèêàíñêîãî çíà÷åíèÿ
28.1143880470293,53.8905969406466,27428,Ïåêàëèíñêèé,Çàêàçíèê ðåñïóáëèêàíñêîãî çíà÷åíèÿ
27.7390368256464,55.1475859897104,26932,Ãëóáîêñêèé äåíäðîëîãè÷åñêèé ñàä,Ïàìÿòíèê ïðèðîäû ðåñïóáëèêàíñêîãî çíà÷åíèÿ
29.5480038479204,55.3686559191811,27472,Ïëèãîâñêèé âàëóí,Ïàìÿòíèê ïðèðîäû ðåñïóáëèêàíñêîãî çíà÷åíèÿ
29.4616204110722,55.044434480313,26299,Ïàðê ãï Áåøåíêîâè÷è,Ïàìÿòíèê ïðèðîäû ðàéîííîãî çíà÷åíèÿ
28.9660572401687,55.9426294047866,27011,"""Îçîâàÿ ãðàäà Ðûëè""",Ïàìÿòíèê ïðèðîäû ðàéîííîãî çíà÷åíèÿ
24.3497387524797,52.2010541986928,26922,Ïàðê èìåíè Àëåêñàíäðà Âàñèëüåâè÷à Ñóâîðîâà,Ïàìÿòíèê ïðèðîäû ðåñïóáëèêàíñêîãî çíà÷åíèÿ
27.899722752877,55.2872638572048,26326,Ãðÿäà Çåíêåâè÷à,Ïàìÿòíèê ïðèðîäû ðàéîííîãî çíà÷åíèÿ
28.8813178794679,51.9310806500996,26377,×åðòåíü,Çàêàçíèê ðàéîííîãî çíà÷åíèÿ
27.5286532995825,55.6836807354097,27017,"""Áóÿíîóñêè ïàãîðàê Àñòàíåö""",Ïàìÿòíèê ïðèðîäû ðàéîííîãî çíà÷åíèÿ
26.1115463703887,53.3735926686447,27517,"""Êàìåíü ôèëàðåòîâ""",Ïàìÿòíèê ïðèðîäû ðåñïóáëèêàíñêîãî çíà÷åíèÿ
26.6762328244415,54.8772451956155,26966,"Áåðåãîâîé óñòóï ""Ñòåïåíåâñêèé""",Ïàìÿòíèê ïðèðîäû ðåñïóáëèêàíñêîãî çíà÷åíèÿ
26.85678386309,54.9490842394231,26971,"Ïîëóîñòðîâ ""Äóáîâàÿ ãîðà""",Ïàìÿòíèê ïðèðîäû ðåñïóáëèêàíñêîãî çíà÷åíèÿ
26.7107015728718,54.8623587866094,26972,"Ïîëóîñòðîâ ""Íàíîñû""",Ïàìÿòíèê ïðèðîäû ðåñïóáëèêàíñêîãî çíà÷åíèÿ
28.3788738131991,52.7416617500748,26876,Äóáðàâà,Ïàìÿòíèê ïðèðîäû ðàéîííîãî çíà÷åíèÿ
27.7400013639349,52.9524992974848,26977,"Íàñàæäåíèå ëèñòâåííèöû, äóáà è ñîñíû ""Óðå÷ñêîå""",Ïàìÿòíèê ïðèðîäû ðåñïóáëèêàíñêîãî çíà÷åíèÿ
26.9832534508336,54.003405919932,27433,"Îáíàæåíèå ""Ïîëî÷àíû""",Ïàìÿòíèê ïðèðîäû ðåñïóáëèêàíñêîãî çíà÷åíèÿ
25.9127543261471,53.4299974194516,26196,Ñâèòÿçÿíñêèé,Çàêàçíèê ðåñïóáëèêàíñêîãî çíà÷åíèÿ
29.5494990185241,52.6092348588885,26184,×èðêîâè÷ñêèé,Çàêàçíèê ðåñïóáëèêàíñêîãî çíà÷åíèÿ
28.9624608288597,54.0950227761434,26200,×åðíåâñêèé,Çàêàçíèê ðåñïóáëèêàíñêîãî çíà÷åíèÿ
28.6036243414805,55.1005648437844,27620,"Ðîäíèê ""Áàðêîâùèíà""",Ïàìÿòíèê ïðèðîäû ðàéîííîãî çíà÷åíèÿ
30.7372939438408,54.6338326616565,27625,Áîðîäèíöåâñêàÿ êðèíèöà,Ïàìÿòíèê ïðèðîäû ðàéîííîãî çíà÷åíèÿ
27.7066170650673,54.8913841556821,27500,Ïîäîìõè,Çàêàçíèê ðàéîííîãî çíà÷åíèÿ
28.0498142776115,55.1016264954359,27640,Ãîðâàöêèé êàì,Ïàìÿòíèê ïðèðîäû ðàéîííîãî çíà÷åíèÿ
